"stud.id","name","gender","age","height","weight","religion","nc.score","semester","major","minor","score1","score2","online.tutorial","graduated","salary"
"34",188703,"Torres, Andrew","Male",18,173,75.7,"Other",1.19,"4th","Environmental Sciences","Mathematics and Statistics",74,74,0,0,NA
"35",806369,"Medina, Diamond","Female",20,170,71.6,"Protestant",2.27,"2nd","Environmental Sciences","Political Science",NA,NA,0,0,NA
"36",679521,"Pascua, Burphy","Male",21,176,74.1,"Other",4,"3rd","Biology","Economics and Finance",72,75,1,0,NA
"37",371307,"Glenn-Bracey, Mia","Female",20,180,75.6,"Protestant",1.09,"1st","Political Science","Economics and Finance",NA,NA,0,0,NA
"38",411253,"Yang, Manuel","Male",23,185,80.7,"Orthodox",3.15,"5th","Political Science","Mathematics and Statistics",54,46,0,1,37391.8723653863
"39",835757,"Lujan, Malia","Female",22,172,68.3,"Protestant",2.12,"4th","Mathematics and Statistics","Environmental Sciences",86,92,1,1,35598.8816863469
"40",232384,"Formby, Christina","Female",21,171,74.5,"Protestant",1.43,"1st","Environmental Sciences","Mathematics and Statistics",NA,NA,0,0,NA
"41",871735,"Nelson, Anddi","Female",19,153,64.9,"Catholic",1.15,"2nd","Economics and Finance","Mathematics and Statistics",NA,NA,0,0,NA
"42",503879,"Lucas, Asashia","Female",20,157,64.4,"Other",1.66,"3rd","Social Sciences","Mathematics and Statistics",52,33,0,0,NA
"43",186259,"Holguin, Lance","Male",23,190,89.3,"Protestant",3.46,"2nd","Mathematics and Statistics","Political Science",NA,NA,0,0,NA
"44",890074,"Ontiveros, Aleena","Female",20,173,78.3,"Orthodox",2.67,"1st","Political Science","Social Sciences",NA,NA,0,0,NA
"45",493398,"Clark, Marlana","Female",19,170,68,"Other",2.45,"1st","Social Sciences","Environmental Sciences",NA,NA,0,0,NA
"46",902697,"Phan, Edeer","Male",19,160,62.2,"Catholic",2.92,"5th","Environmental Sciences","Economics and Finance",78,75,1,1,39703.7448849759
"47",679949,"Robles Escamilla, Rosario","Female",23,170,69.6,"Orthodox",3.23,"2nd","Biology","Economics and Finance",NA,NA,0,0,NA
"48",509606,"Longwolf, Addam","Male",20,171,72.1,"Protestant",2.03,"1st","Environmental Sciences","Political Science",NA,NA,0,0,NA
"49",773757,"Romero, Keyanna","Female",22,160,66.2,"Other",1.37,"3rd","Biology","Environmental Sciences",83,73,1,0,NA
"50",889115,"Carter, Robert","Male",23,181,76.2,"Orthodox",1.32,"2nd","Economics and Finance","Social Sciences",NA,NA,0,0,NA
"51",280980,"Jumbo, Isiah","Male",21,161,66.7,"Catholic",1.41,"3rd","Social Sciences","Political Science",55,42,0,0,NA
"52",879108,"Dillenberg, Soraya","Female",25,164,65.9,"Other",1.43,"2nd","Social Sciences","Economics and Finance",NA,NA,0,0,NA
"53",756828,"Nguyen, Juancarlos","Male",24,170,68,"Protestant",1.83,"5th","Economics and Finance","Environmental Sciences",71,69,1,0,NA
"54",873225,"Shanahan, Carlos","Male",20,174,72.8,"Protestant",1.89,"1st","Economics and Finance","Biology",NA,NA,0,0,NA
"55",267025,"Brown, Nhan","Male",21,171,65.7,"Catholic",2.77,">6th","Political Science","Mathematics and Statistics",57,58,1,1,30086.7648124516
"56",865072,"Tak, Ruben","Male",22,184,83.3,"Catholic",2.87,"3rd","Economics and Finance","Biology",63,67,1,0,NA
"57",180057,"Hussainy, Luis","Male",19,173,73.2,"Other",2.8,"1st","Biology","Mathematics and Statistics",NA,NA,0,0,NA
"58",350628,"Maven, Yee Joo","Female",20,167,73.3,"Other",1.13,"2nd","Political Science","Biology",NA,NA,0,0,NA
"59",809000,"Payte, Alexander","Male",21,182,83.5,"Protestant",2.23,"1st","Biology","Economics and Finance",NA,NA,0,0,NA
"60",286216,"Tate, Shelby","Female",23,159,63,"Catholic",2.01,"1st","Biology","Economics and Finance",NA,NA,0,0,NA
"61",373120,"Livingston, Sarah","Female",44,167,69,"Catholic",2.51,"4th","Political Science","Environmental Sciences",56,52,0,1,31494.3208154551
"62",797140,"Vang, Austin","Male",18,183,81.8,"Other",3.14,"2nd","Economics and Finance","Social Sciences",NA,NA,0,0,NA
"63",201130,"Cebrun, Linda","Female",21,157,62.9,"Catholic",2.59,">6th","Environmental Sciences","Social Sciences",64,75,0,1,32519.2240810446
"64",655450,"Meza Ramirez, Maricela","Female",20,173,78.1,"Protestant",2.08,"2nd","Political Science","Mathematics and Statistics",NA,NA,0,0,NA
"65",401840,"Nicholson, Willow","Female",32,171,67.6,"Orthodox",1.53,"3rd","Mathematics and Statistics","Economics and Finance",88,93,1,0,NA
"66",358005,"Eydi Shahroodi, Erik","Male",20,182,77.4,"Other",3.82,"4th","Economics and Finance","Political Science",65,63,1,1,42593.2603821126
"67",680483,"Truong, Patrick","Male",20,169,71.6,"Other",3.8,"4th","Economics and Finance","Environmental Sciences",73,73,0,1,60407.3172660035
"68",275470,"Vasquez, Timothy","Male",22,167,65.9,"Other",3.96,"3rd","Mathematics and Statistics","Economics and Finance",89,93,1,0,NA
"69",258961,"Warren, Justin","Male",23,174,70.7,"Orthodox",1.46,"1st","Economics and Finance","Social Sciences",NA,NA,0,0,NA
"70",495076,"Frost, Yuvorn","Male",41,194,94.9,"Other",1.78,"2nd","Environmental Sciences","Political Science",NA,NA,0,0,NA
"71",156460,"Minor, Alex","Male",23,182,82.7,"Other",1.22,"4th","Social Sciences","Political Science",38,49,1,0,NA
"72",249571,"Arkadie, Houa","Female",24,152,64.9,"Other",2.73,"4th","Biology","Political Science",75,83,1,0,NA
"73",962284,"Iverson, Sierra","Female",20,154,63,"Other",2.3,"1st","Biology","Environmental Sciences",NA,NA,0,0,NA
"74",870282,"Bustamante-Harrison, Sierra","Female",24,159,60.6,"Catholic",1.88,"4th","Social Sciences","Mathematics and Statistics",42,42,0,0,NA
"75",308092,"Treto, Teonna","Female",23,153,63.2,"Other",3.18,"3rd","Biology","Economics and Finance",76,75,1,0,NA
"76",694127,"Gonzales, Brianna","Female",20,150,63.3,"Other",2.62,"2nd","Political Science","Biology",NA,NA,0,0,NA
"77",841076,"Pacheco, Cydney","Female",19,167,72.8,"Other",2.73,">6th","Biology","Political Science",74,81,0,1,49111.4274884341
"78",794058,"Castaneda-Amaya, Tyandra","Female",25,149,56.2,"Catholic",1.02,"3rd","Economics and Finance","Environmental Sciences",76,61,1,0,NA
"79",518947,"Garcia, Yamel","Female",21,155,62.1,"Catholic",1.36,"2nd","Biology","Mathematics and Statistics",NA,NA,0,0,NA
"80",216224,"Ho, Javier","Male",22,177,77.5,"Protestant",2.17,"2nd","Economics and Finance","Political Science",NA,NA,0,0,NA
"81",980136,"Munoz, Derrick","Male",24,180,77.1,"Orthodox",1.63,"5th","Environmental Sciences","Political Science",69,68,1,1,33068.8486450596
"82",253731,"Castillo, Anastasia","Female",24,159,62.2,"Other",2.27,"6th","Environmental Sciences","Biology",63,75,1,1,37803.5132086073
"83",416538,"Serrano, Shanae","Female",19,174,71.1,"Catholic",1.42,"3rd","Biology","Environmental Sciences",83,79,1,0,NA
"84",888830,"Park, Damien","Male",23,174,74.9,"Other",2.49,"3rd","Economics and Finance","Social Sciences",71,74,0,0,NA
"85",306032,"Lesley, Tiffany","Female",21,159,62.4,"Protestant",1.76,"1st","Environmental Sciences","Political Science",NA,NA,0,0,NA
"86",536813,"Turner, Savannah","Female",19,160,65.3,"Orthodox",1.38,"4th","Biology","Environmental Sciences",78,76,0,0,NA
"87",732709,"Begay-Watson, Anthony","Male",22,169,68,"Orthodox",3.06,"4th","Political Science","Economics and Finance",53,46,1,0,NA
"88",514389,"Picard, Brittney","Female",21,166,67.9,"Muslim",2.26,"5th","Environmental Sciences","Mathematics and Statistics",72,77,1,1,35191.6627647192
"89",367719,"Wilson, Navya","Female",21,155,67.5,"Other",2.03,"3rd","Economics and Finance","Biology",71,74,1,0,NA
"90",362637,"Dinh, Fidel","Male",26,178,76.7,"Other",2.45,"3rd","Biology","Social Sciences",76,79,0,0,NA
"91",409917,"Huddleston, Tina","Female",23,162,61.8,"Orthodox",1.21,"2nd","Mathematics and Statistics","Economics and Finance",NA,NA,0,0,NA
"92",977593,"Gonzalez, Merissa","Female",21,181,79,"Protestant",1.53,"3rd","Economics and Finance","Biology",65,65,1,0,NA
"93",884302,"Norris, Lauren","Female",20,168,69.4,"Orthodox",2.45,"1st","Mathematics and Statistics","Social Sciences",NA,NA,0,0,NA
"94",689045,"Kim, Eaba","Male",20,181,80,"Other",2.83,"2nd","Mathematics and Statistics","Environmental Sciences",NA,NA,0,0,NA
"95",706060,"Miranda Quintero, Olivia","Female",20,158,60.6,"Orthodox",1.46,"4th","Social Sciences","Biology",43,52,1,0,NA
"96",168184,"Briseno, Davie","Male",23,177,79.4,"Muslim",2.02,"4th","Mathematics and Statistics","Social Sciences",93,87,1,1,39342.5226689193
"97",890431,"Garcia, Kush","Male",18,169,73.8,"Catholic",1.41,"5th","Mathematics and Statistics","Social Sciences",78,90,1,0,NA
"98",345772,"Chandramouli, Nelson","Male",19,176,76.4,"Orthodox",2.56,"2nd","Environmental Sciences","Political Science",NA,NA,0,0,NA
"99",167649,"Edwards, Linh","Female",21,166,64.3,"Protestant",1.99,"1st","Biology","Economics and Finance",NA,NA,0,0,NA
"100",372924,"Cook, Macallyson","Female",23,173,71.6,"Protestant",1.41,"3rd","Biology","Political Science",80,79,1,0,NA
"101",925122,"Jones, Kianna","Female",22,168,72.8,"Catholic",2.48,"1st","Mathematics and Statistics","Economics and Finance",NA,NA,0,0,NA
"102",525832,"Patterson, Luna","Female",21,155,61.7,"Protestant",1.65,"2nd","Biology","Political Science",NA,NA,0,0,NA
"103",173174,"Butler, Courtney","Female",21,173,71.2,"Other",2.65,"6th","Social Sciences","Economics and Finance",49,41,0,1,28128.3742262358
"104",336025,"Lobato, Allan","Male",21,177,73.3,"Other",1.57,"5th","Mathematics and Statistics","Biology",89,91,1,1,36204.3009619271
"105",834732,"Iturralde, Azalia","Female",21,176,78.6,"Other",2.71,"4th","Environmental Sciences","Biology",68,76,1,0,NA
"106",657755,"Cowans, Tylar","Male",22,190,89.8,"Catholic",2.9,">6th","Economics and Finance","Social Sciences",64,67,1,1,35881.2089413841
"107",480514,"Feseha, Armando","Male",25,190,86.5,"Muslim",2.51,"1st","Social Sciences","Mathematics and Statistics",NA,NA,0,0,NA
"108",903623,"Tan, Jaylon","Male",20,174,72.1,"Protestant",2.13,"6th","Mathematics and Statistics","Political Science",95,91,1,0,NA
"109",751288,"John III, Ryan","Male",18,183,81.4,"Catholic",1.84,"2nd","Environmental Sciences","Political Science",NA,NA,0,0,NA
"110",869008,"Geathers, Tristan","Female",24,162,62.4,"Catholic",1.21,"4th","Biology","Social Sciences",79,76,0,0,NA
"111",644929,"Hepler, Eduardo","Male",22,173,77.4,"Protestant",1.25,"4th","Biology","Social Sciences",82,80,1,0,NA
"112",638567,"Wong, Tyler","Male",20,192,89.4,"Catholic",2.3,"5th","Environmental Sciences","Social Sciences",75,79,1,0,NA
"113",856894,"Messenger, Amber","Female",21,164,66.4,"Other",2.05,"5th","Political Science","Biology",58,63,1,1,39451.4669930382
"114",730300,"Nakarmi Dhital, Derek","Male",20,192,92.6,"Other",3.07,"6th","Political Science","Social Sciences",47,54,1,1,20511.1509596087
"115",842122,"Aguilar, Anessa","Female",18,155,62.6,"Protestant",1.32,"3rd","Political Science","Mathematics and Statistics",61,63,1,0,NA
"116",484187,"Hatt, Micah","Female",18,176,74.3,"Other",2.46,"2nd","Political Science","Biology",NA,NA,0,0,NA
"117",867020,"Cao, Jayson","Male",19,168,68.1,"Other",2.04,"2nd","Mathematics and Statistics","Social Sciences",NA,NA,0,0,NA
"118",582922,"Valenciano-Poffenbarger, Quincie","Female",19,175,76.8,"Catholic",2.19,"1st","Social Sciences","Mathematics and Statistics",NA,NA,0,0,NA
"119",342378,"Perkins, Janelle","Female",22,156,67.5,"Catholic",1.91,"4th","Environmental Sciences","Political Science",67,70,1,0,NA
"120",872184,"Carrethers, Michelle","Female",22,163,67.1,"Other",1.49,"1st","Environmental Sciences","Mathematics and Statistics",NA,NA,0,0,NA
"121",624517,"Vang, Xavier","Male",25,172,75.8,"Catholic",2.53,"2nd","Economics and Finance","Social Sciences",NA,NA,0,0,NA
"122",575105,"Jones, Lauren","Female",23,166,63.3,"Protestant",3.52,"2nd","Social Sciences","Mathematics and Statistics",NA,NA,0,0,NA
"123",217305,"O'Connor, Kalan","Male",20,168,68.4,"Catholic",1.14,"1st","Biology","Economics and Finance",NA,NA,0,0,NA
"124",266056,"Hogan, Kolton","Male",22,170,72,"Other",1.09,"3rd","Economics and Finance","Biology",62,65,1,0,NA
"125",587863,"Langseth, Alyssa","Female",19,155,62.9,"Protestant",1.07,"2nd","Political Science","Social Sciences",NA,NA,0,0,NA
"126",811991,"Knox, Andrew","Male",21,174,75.4,"Other",1.08,"2nd","Political Science","Economics and Finance",NA,NA,0,0,NA
"127",236422,"Gozeh, Exar","Male",22,164,67.6,"Other",2.67,"1st","Economics and Finance","Social Sciences",NA,NA,0,0,NA
"128",720268,"Kwon, Cody","Male",18,178,76.3,"Catholic",1.42,"1st","Biology","Economics and Finance",NA,NA,0,0,NA
"129",401632,"Littles, Claire","Female",20,168,68.6,"Catholic",2.01,"2nd","Social Sciences","Biology",NA,NA,0,0,NA
"130",567656,"Humphrey, Mikenna","Female",23,160,65.1,"Catholic",1.18,"2nd","Political Science","Environmental Sciences",NA,NA,0,0,NA
"131",303723,"Ditzler, Jared","Male",21,187,89.4,"Catholic",2.22,"6th","Mathematics and Statistics","Environmental Sciences",90,91,1,1,58080.5001365533
"132",502096,"Depalma, Courtney","Female",19,153,58.4,"Protestant",2.37,"1st","Biology","Economics and Finance",NA,NA,0,0,NA
"133",671921,"Pinnecoose, Jason","Male",21,187,85.3,"Other",1.35,"2nd","Mathematics and Statistics","Biology",NA,NA,0,0,NA
"134",369102,"O'Blia, Brianna","Female",21,173,70.2,"Other",3.08,"3rd","Political Science","Mathematics and Statistics",64,59,0,0,NA
"135",298926,"Mercier, Sophia","Female",20,156,68.6,"Muslim",1.36,"1st","Social Sciences","Environmental Sciences",NA,NA,0,0,NA
"136",800743,"Aerts, Jaitaya","Female",21,162,63.4,"Protestant",1.83,"2nd","Biology","Environmental Sciences",NA,NA,0,0,NA
"137",306757,"Aguirre, Karla","Female",24,166,68.3,"Orthodox",1.24,"1st","Biology","Economics and Finance",NA,NA,0,0,NA
"138",408737,"Garcia, Octiavia","Female",22,165,69.3,"Catholic",3.74,"2nd","Social Sciences","Mathematics and Statistics",NA,NA,0,0,NA
"139",159105,"Boone, Ishi","Male",22,172,75.4,"Catholic",1.84,"6th","Environmental Sciences","Political Science",74,71,0,1,34190.6756548694
"140",131435,"Brown, Dmitriy","Male",23,172,72.5,"Other",2.33,"4th","Political Science","Environmental Sciences",56,44,0,1,44027.9678772865
"141",420250,"Hall, Zachary","Male",18,178,74.3,"Protestant",3.3,">6th","Economics and Finance","Mathematics and Statistics",73,63,1,1,51564.0376212315
"142",734612,"Noy, Damian","Male",24,179,77.5,"Catholic",2.76,"5th","Biology","Economics and Finance",82,84,1,1,51222.9978587364
"143",255675,"Hill, Stephanie","Female",21,173,73.4,"Catholic",2.04,"2nd","Political Science","Economics and Finance",NA,NA,0,0,NA
"144",845929,"Coronado Garcia, Samantha","Female",23,166,68.5,"Other",1.82,"1st","Social Sciences","Environmental Sciences",NA,NA,0,0,NA
"145",323852,"Wilson, Kala","Female",21,172,73.2,"Catholic",1.54,"2nd","Biology","Social Sciences",NA,NA,0,0,NA
"146",356446,"Yoo, Gerald","Male",25,172,73.9,"Other",2.51,"1st","Mathematics and Statistics","Political Science",NA,NA,0,0,NA
"147",531965,"Trejo, K'Ara","Female",18,159,68.6,"Catholic",1.95,"1st","Political Science","Mathematics and Statistics",NA,NA,0,0,NA
"148",977262,"Avorque, Eduardo","Male",24,179,71.8,"Orthodox",1.38,"3rd","Environmental Sciences","Biology",72,74,1,0,NA
"149",931933,"Hoang, Christopher","Male",19,164,65.4,"Catholic",1.28,"6th","Biology","Environmental Sciences",75,77,1,1,49476.0103536916
"150",911287,"Rangel, Ahbreyonna","Female",23,160,65.2,"Catholic",2.28,"4th","Political Science","Environmental Sciences",57,43,0,1,37809.7646948367
"151",317936,"Colombo-Davis, Joel","Male",22,180,78.9,"Other",1.51,"1st","Biology","Economics and Finance",NA,NA,0,0,NA
"152",967258,"Diaz, Alysia","Female",22,158,59,"Catholic",1.68,"3rd","Biology","Mathematics and Statistics",75,68,0,0,NA
"153",984457,"Chong, Elier","Male",20,171,70.2,"Other",2.69,"6th","Biology","Economics and Finance",78,80,1,0,NA
"154",575781,"Bustos, Lauren","Female",23,162,67.4,"Catholic",1.51,"2nd","Environmental Sciences","Social Sciences",NA,NA,0,0,NA
"155",822891,"Rico, Briana","Female",24,156,61.1,"Protestant",2.3,"3rd","Political Science","Mathematics and Statistics",51,55,1,0,NA
"156",587981,"Cordova, Stephen","Male",20,189,87.1,"Other",2.19,"6th","Mathematics and Statistics","Political Science",85,89,0,1,56996.0943801769
"157",869698,"Myers, Allison","Female",28,166,66.2,"Other",1.69,"2nd","Environmental Sciences","Biology",NA,NA,0,0,NA
"158",112667,"Phantharangsy, Jonathan","Male",21,172,72.7,"Other",1.62,"5th","Social Sciences","Environmental Sciences",44,47,0,0,NA
"159",763933,"Lynn, Brandon","Male",22,180,78.5,"Other",3.91,">6th","Biology","Environmental Sciences",73,82,0,1,46242.932840787
"160",175660,"Dickinson, Tyran","Male",21,184,84.3,"Protestant",1.46,"2nd","Environmental Sciences","Mathematics and Statistics",NA,NA,0,0,NA
"161",772838,"Garcia, Jazzmine","Female",19,148,64.8,"Orthodox",2.33,"1st","Political Science","Mathematics and Statistics",NA,NA,0,0,NA
"162",954935,"Wilson, Kyla","Female",22,161,61.1,"Other",3.2,"3rd","Environmental Sciences","Political Science",72,72,0,0,NA
"163",154015,"Burkley, Layhat","Female",28,164,68.1,"Orthodox",1.86,"4th","Environmental Sciences","Social Sciences",75,69,0,0,NA
"164",491556,"Campbell, Sean","Male",19,185,88.9,"Other",3.45,"2nd","Political Science","Social Sciences",NA,NA,0,0,NA
"165",807518,"Alkarim, Dwight","Male",20,171,75.6,"Muslim",1.8,"6th","Political Science","Environmental Sciences",46,59,0,1,42064.6795554666
"166",563504,"Kawamura, Marquise","Male",19,175,78.9,"Catholic",1.24,"6th","Economics and Finance","Political Science",62,75,0,0,NA
"167",799976,"Rodriguez, Paola","Female",19,156,60.4,"Other",1.95,"6th","Environmental Sciences","Mathematics and Statistics",72,73,1,0,NA
"168",846926,"Carrasco-Meraz, Toni","Female",21,162,68.6,"Catholic",3.76,"4th","Social Sciences","Mathematics and Statistics",47,43,0,0,NA
"169",952145,"Gudgel, Marissa","Female",20,168,63.3,"Catholic",1.05,"2nd","Environmental Sciences","Mathematics and Statistics",NA,NA,0,0,NA
"170",956964,"El-Meniawi, Francesca","Female",37,160,68.1,"Protestant",1.56,"1st","Biology","Political Science",NA,NA,0,0,NA
"171",406073,"Hong, Cleevens","Male",20,171,73.1,"Muslim",2.02,"2nd","Mathematics and Statistics","Social Sciences",NA,NA,0,0,NA
"172",468956,"Matsumura, Deon","Male",43,180,76.8,"Other",2.84,"3rd","Economics and Finance","Political Science",67,66,1,0,NA
"173",363320,"Lucero, Kennah","Female",22,172,71.9,"Protestant",1.44,"3rd","Political Science","Environmental Sciences",57,66,1,0,NA
"174",599350,"Ramos, Christa","Female",57,156,61.6,"Protestant",3.15,"2nd","Environmental Sciences","Political Science",NA,NA,0,0,NA
"175",548177,"Woodard, Aaron","Male",21,172,72,"Catholic",3.67,"5th","Mathematics and Statistics","Political Science",91,94,1,1,41618.8609732856
"176",604302,"Tom, Samuel","Male",22,187,88.1,"Other",2.4,"5th","Environmental Sciences","Biology",71,69,1,1,39037.8924286415
"177",233689,"Bottorff, Khoa","Male",21,177,76.1,"Protestant",1.04,"1st","Environmental Sciences","Mathematics and Statistics",NA,NA,0,0,NA
"178",564694,"Fernandes, Yasmeen","Female",22,163,69.7,"Muslim",1.19,"4th","Social Sciences","Environmental Sciences",49,51,1,1,23717.356495955
"179",356008,"Brink, Dominic","Male",18,190,91.4,"Catholic",1.64,"5th","Environmental Sciences","Political Science",79,83,1,1,43332.8374443776
"180",746195,"Truong, Jerome","Male",20,177,73.9,"Other",1.73,"1st","Environmental Sciences","Biology",NA,NA,0,0,NA
"181",648504,"Sheard, Guadalupe","Female",19,164,65.2,"Catholic",3.57,"3rd","Political Science","Mathematics and Statistics",55,62,1,0,NA
"182",299293,"Rowlett, Kiah","Female",25,155,60.6,"Muslim",1.74,"1st","Environmental Sciences","Political Science",NA,NA,0,0,NA
"183",609448,"Kiepprien, Amy","Female",21,150,62.3,"Other",2.7,"2nd","Social Sciences","Environmental Sciences",NA,NA,0,0,NA
"184",788002,"Valencia, Jessica","Female",19,152,61.1,"Other",3.1,"2nd","Biology","Political Science",NA,NA,0,0,NA
"185",353537,"Grubin-Andresen, Desiree","Female",22,176,74.9,"Other",1.03,"1st","Biology","Political Science",NA,NA,0,0,NA
"186",595769,"O'Hearon, Rio","Female",19,164,71.4,"Protestant",2.23,"4th","Biology","Economics and Finance",78,77,0,1,39587.6141945428
"187",476989,"Aguirre, Yadira","Female",22,155,66.5,"Other",1.32,"4th","Social Sciences","Mathematics and Statistics",39,42,0,0,NA
"188",342344,"Broomfield, Lily","Female",19,181,82.1,"Catholic",1.64,"1st","Biology","Environmental Sciences",NA,NA,0,0,NA
"189",343028,"Martinez, Beatriz","Female",19,156,66.9,"Other",2.83,"2nd","Environmental Sciences","Biology",NA,NA,0,0,NA
"190",777815,"Diaz Daughtry, Jorge","Male",22,168,66.3,"Other",3.54,">6th","Biology","Environmental Sciences",80,72,0,1,64486.4064413335
"191",308216,"Johnson, Nathaniel","Male",21,192,94.1,"Catholic",2.28,"2nd","Environmental Sciences","Biology",NA,NA,0,0,NA
"192",896911,"Tran, Markel","Male",19,184,81.4,"Orthodox",1.49,"1st","Political Science","Mathematics and Statistics",NA,NA,0,0,NA
"193",677610,"Bharatee, Martin","Male",22,188,85.7,"Protestant",1.47,"4th","Environmental Sciences","Economics and Finance",65,71,1,0,NA
"194",277382,"Singh, Keegen","Male",19,178,75.7,"Protestant",2.97,"3rd","Mathematics and Statistics","Biology",86,86,0,0,NA
"195",970655,"Roth, Jessica","Female",21,152,59.4,"Catholic",2.97,"2nd","Economics and Finance","Biology",NA,NA,0,0,NA
"196",361780,"Castorena, Jael","Female",24,156,66.7,"Catholic",3.39,"1st","Political Science","Mathematics and Statistics",NA,NA,0,0,NA
"197",701607,"San Miguel, Brianna","Female",22,172,69.4,"Protestant",2.98,"1st","Social Sciences","Political Science",NA,NA,0,0,NA
"198",650214,"Love, Kaylee","Female",24,161,67.1,"Other",1.4,"4th","Mathematics and Statistics","Social Sciences",89,85,0,0,NA
"199",613490,"Morris, Jerry","Male",19,177,72.8,"Protestant",1.23,"3rd","Mathematics and Statistics","Social Sciences",79,92,0,0,NA
